filename,width,height,class,xmin,ymin,xmax,ymax
00be4edfb.jpg,768,768,ship,138,237,166,261
00be4edfb.jpg,768,768,ship,215,458,229,472
00c2c8539.jpg,768,768,ship,527,303,546,311
00c4a90d2.jpg,768,768,ship,551,547,585,558
00c4b4f62.jpg,768,768,ship,541,568,549,575
00c571edd.jpg,768,768,ship,163,731,242,768
00c81c432.jpg,768,768,ship,274,397,365,493
00c9a7ed3.jpg,768,768,ship,142,468,175,487
00cad4541.jpg,768,768,ship,587,67,666,140
00d0a646b.jpg,768,768,ship,549,27,768,98
00d412548.jpg,768,768,ship,374,643,561,768
00dbe507d.jpg,768,768,ship,745,574,764,593
00e05ac7b.jpg,768,768,ship,32,197,38,202
00e0b6dc0.jpg,768,768,ship,557,122,570,133
00e44fa55.jpg,768,768,ship,239,358,319,444
00e4b52b2.jpg,768,768,ship,21,735,83,767
00e4b52b2.jpg,768,768,ship,431,276,518,351
00e4b52b2.jpg,768,768,ship,454,315,499,353
00ea572a2.jpg,768,768,ship,284,708,289,713
00eda2ebe.jpg,768,768,ship,244,0,327,96
00ef1bc5c.jpg,768,768,ship,43,649,118,700
00ef1bc5c.jpg,768,768,ship,283,549,357,599
00ef28664.jpg,768,768,ship,489,121,498,131
00f34434e.jpg,768,768,ship,355,394,526,504
00f34434e.jpg,768,768,ship,574,590,584,595
00fba1ce7.jpg,768,768,ship,89,258,147,304
00fba1ce7.jpg,768,768,ship,465,705,563,768
00fd8e126.jpg,768,768,ship,120,345,256,594
01000f132.jpg,768,768,ship,209,576,366,606
0106d2433.jpg,768,768,ship,292,341,419,399
010ed806d.jpg,768,768,ship,373,463,384,470
01152a5d6.jpg,768,768,ship,688,463,712,479
01184bcb5.jpg,768,768,ship,692,74,713,100
011a24ce7.jpg,768,768,ship,0,676,179,748
0121138f0.jpg,768,768,ship,420,376,474,416
0123b84ee.jpg,768,768,ship,144,626,214,640
0123b84ee.jpg,768,768,ship,153,180,236,219
0123b84ee.jpg,768,768,ship,333,517,395,540
0123b84ee.jpg,768,768,ship,344,57,388,74
0123b84ee.jpg,768,768,ship,431,17,500,46
012635ffd.jpg,768,768,ship,556,485,658,512
0129c0880.jpg,768,768,ship,288,703,301,715
012c055e7.jpg,768,768,ship,379,0,611,170
012c9f428.jpg,768,768,ship,0,22,39,43
012d9c145.jpg,768,768,ship,165,185,205,209
012d9c145.jpg,768,768,ship,218,491,274,520
012d9c145.jpg,768,768,ship,721,385,768,424
013b9540b.jpg,768,768,ship,249,11,448,201
013b9540b.jpg,768,768,ship,341,6,352,21
013b9540b.jpg,768,768,ship,616,674,632,687
013fb4633.jpg,768,768,ship,613,487,659,629
0142b90f6.jpg,768,768,ship,70,662,85,677
01431af84.jpg,768,768,ship,404,183,414,193
014374e14.jpg,768,768,ship,416,192,430,208
014586e74.jpg,768,768,ship,362,476,476,523
014773cfa.jpg,768,768,ship,493,181,509,192
014ae9b69.jpg,768,768,ship,29,672,36,677
014bf2cb5.jpg,768,768,ship,25,392,42,400
014bf2cb5.jpg,768,768,ship,44,384,70,395
014c589c5.jpg,768,768,ship,298,74,306,96
014c589c5.jpg,768,768,ship,351,690,362,702
014f2454d.jpg,768,768,ship,285,568,293,575
014f42813.jpg,768,768,ship,339,168,424,205
0150b2c24.jpg,768,768,ship,21,40,28,45
0152a6885.jpg,768,768,ship,255,580,299,610
0152a6885.jpg,768,768,ship,424,502,487,550
0152f58b6.jpg,768,768,ship,404,26,416,34
0152f58b6.jpg,768,768,ship,657,59,670,69
0152f58b6.jpg,768,768,ship,740,55,752,69
015369fd9.jpg,768,768,ship,79,21,163,95
015369fd9.jpg,768,768,ship,203,248,278,275
015369fd9.jpg,768,768,ship,268,135,381,170
015369fd9.jpg,768,768,ship,339,226,432,255
0153aaea8.jpg,768,768,ship,364,344,373,353
01541263e.jpg,768,768,ship,652,149,655,154
01541263e.jpg,768,768,ship,662,152,670,156
01541263e.jpg,768,768,ship,662,430,670,436
01541263e.jpg,768,768,ship,674,432,682,439
01541263e.jpg,768,768,ship,679,447,687,451
01541263e.jpg,768,768,ship,686,497,697,505
01541263e.jpg,768,768,ship,695,72,704,81
01541263e.jpg,768,768,ship,709,121,716,127
01541263e.jpg,768,768,ship,717,68,725,73
01541263e.jpg,768,768,ship,717,580,730,588
0154d8e2d.jpg,768,768,ship,621,694,638,703
01584f24a.jpg,768,768,ship,1,467,21,479
01584f24a.jpg,768,768,ship,687,197,699,203
01589db09.jpg,768,768,ship,260,18,302,175
015b2962a.jpg,768,768,ship,113,644,135,656
015b2962a.jpg,768,768,ship,182,609,259,647
015b2962a.jpg,768,768,ship,489,270,768,442
015b4aaf1.jpg,768,768,ship,413,588,566,639
015b4aaf1.jpg,768,768,ship,443,632,553,677
015d9f6b2.jpg,768,768,ship,304,352,369,373
015d9f6b2.jpg,768,768,ship,615,351,647,366
015da1585.jpg,768,768,ship,321,93,330,101
015fb893d.jpg,768,768,ship,65,272,72,278
015fb893d.jpg,768,768,ship,250,218,258,225
015fb893d.jpg,768,768,ship,364,104,371,109
015fb893d.jpg,768,768,ship,687,369,696,375
016017695.jpg,768,768,ship,370,35,457,145
0163c7069.jpg,768,768,ship,318,561,354,591
016b781a9.jpg,768,768,ship,39,246,132,316
016bb0df6.jpg,768,768,ship,620,112,631,124
016bb0df6.jpg,768,768,ship,652,186,699,257
016ec07ac.jpg,768,768,ship,197,681,220,686
016ec07ac.jpg,768,768,ship,611,736,625,745
0172ba95b.jpg,768,768,ship,58,707,69,731
0177df615.jpg,768,768,ship,164,458,178,473
0177df615.jpg,768,768,ship,217,686,255,702
0177df615.jpg,768,768,ship,407,27,421,41
0177df615.jpg,768,768,ship,650,219,661,231
0177df615.jpg,768,768,ship,706,612,716,622
0178084d0.jpg,768,768,ship,584,754,593,761
0178084d0.jpg,768,768,ship,638,81,648,90
017826c29.jpg,768,768,ship,581,344,727,408
017826c29.jpg,768,768,ship,690,355,711,375
0178a78ec.jpg,768,768,ship,558,0,652,51
017a3a722.jpg,768,768,ship,27,48,61,72
017a3a722.jpg,768,768,ship,53,454,79,486
017a3a722.jpg,768,768,ship,127,9,211,63
017a3a722.jpg,768,768,ship,366,117,408,161
017a3a722.jpg,768,768,ship,397,188,411,204
017a3a722.jpg,768,768,ship,414,207,448,236
017a3a722.jpg,768,768,ship,468,381,524,558
017d242a2.jpg,768,768,ship,366,524,375,530
018054283.jpg,768,768,ship,20,451,72,625
018054283.jpg,768,768,ship,424,636,516,768
0185015c1.jpg,768,768,ship,541,319,570,361
01851fccf.jpg,768,768,ship,341,328,355,344
0185b1bc5.jpg,768,768,ship,390,508,400,524
0185f1bec.jpg,768,768,ship,43,465,102,551
0185f1bec.jpg,768,768,ship,137,293,177,342
01873dc60.jpg,768,768,ship,262,565,271,574
01873dc60.jpg,768,768,ship,326,524,337,531
01873dc60.jpg,768,768,ship,346,558,352,565
01873dc60.jpg,768,768,ship,363,627,375,634
01873dc60.jpg,768,768,ship,397,601,428,626
01873dc60.jpg,768,768,ship,445,742,458,748
01873dc60.jpg,768,768,ship,489,682,504,690
01873dc60.jpg,768,768,ship,545,550,569,560
01873dc60.jpg,768,768,ship,564,440,570,443
01873dc60.jpg,768,768,ship,625,459,633,463
01873dc60.jpg,768,768,ship,635,668,649,677
01873dc60.jpg,768,768,ship,714,646,734,655
01874d60b.jpg,768,768,ship,669,135,701,164
018977b8c.jpg,768,768,ship,677,599,703,608
018c4ba23.jpg,768,768,ship,329,199,367,246
018c4ba23.jpg,768,768,ship,665,499,711,543
018e3e878.jpg,768,768,ship,22,151,118,183
018e8bf12.jpg,768,768,ship,224,227,331,258
0190215b2.jpg,768,768,ship,69,434,121,474
0190215b2.jpg,768,768,ship,400,626,470,640
0190215b2.jpg,768,768,ship,409,180,492,219
0190215b2.jpg,768,768,ship,589,517,651,540
0190215b2.jpg,768,768,ship,600,57,644,74
0190215b2.jpg,768,768,ship,687,17,756,46
01920b170.jpg,768,768,ship,176,489,193,496
01933be65.jpg,768,768,ship,669,435,689,446
0193ae5c1.jpg,768,768,ship,481,638,513,654
0193ae5c1.jpg,768,768,ship,619,447,649,469
019637cee.jpg,768,768,ship,241,5,248,10
019762ab7.jpg,768,768,ship,187,296,214,310
019762ab7.jpg,768,768,ship,634,334,655,347
0197eac3f.jpg,768,768,ship,713,703,768,757
0198534d2.jpg,768,768,ship,600,148,618,163
0198534d2.jpg,768,768,ship,685,195,702,225
0198713b4.jpg,768,768,ship,137,666,258,716
0199abc4f.jpg,768,768,ship,249,718,327,738
019c45bdf.jpg,768,768,ship,420,202,434,217
019c45bdf.jpg,768,768,ship,473,430,511,446
019ea06c8.jpg,768,768,ship,679,34,693,58
01a1e6260.jpg,768,768,ship,338,80,367,103
01a26b0b2.jpg,768,768,ship,88,616,108,636
01a3f56a2.jpg,768,768,ship,681,672,708,693
01aa2bb58.jpg,768,768,ship,606,117,617,128
01aa2bb58.jpg,768,768,ship,694,44,702,69
01acf3a1a.jpg,768,768,ship,476,639,507,657
01ad35fcb.jpg,768,768,ship,239,424,384,501
01ad35fcb.jpg,768,768,ship,371,63,413,90
01ad35fcb.jpg,768,768,ship,412,172,485,215
01ad35fcb.jpg,768,768,ship,649,721,693,747
01ad35fcb.jpg,768,768,ship,714,293,768,327
01b030c4b.jpg,768,768,ship,490,484,549,540
01b04ce8d.jpg,768,768,ship,453,510,480,555
01b524ff3.jpg,768,768,ship,47,107,80,166
01b6d88ec.jpg,768,768,ship,371,627,379,634
01b88e0da.jpg,768,768,ship,196,246,295,317
01bb07c7d.jpg,768,768,ship,210,596,480,768
01bcd7b61.jpg,768,768,ship,473,451,481,460
01c35c219.jpg,768,768,ship,19,65,78,175
01c559b28.jpg,768,768,ship,70,699,81,709
01c559b28.jpg,768,768,ship,514,716,528,726
01c78e866.jpg,768,768,ship,0,546,60,623
01c78e866.jpg,768,768,ship,245,751,261,768
01c934c85.jpg,768,768,ship,42,617,54,623
01c934c85.jpg,768,768,ship,78,593,91,604
01c934c85.jpg,768,768,ship,80,579,99,591
01c934c85.jpg,768,768,ship,104,635,112,650
01c99b29b.jpg,768,768,ship,19,301,51,327
01c99f2f5.jpg,768,768,ship,143,702,233,745
01caa731a.jpg,768,768,ship,507,321,768,418
01d2a4440.jpg,768,768,ship,390,50,478,114
01d2a4440.jpg,768,768,ship,709,479,738,487
01d2a4440.jpg,768,768,ship,712,456,722,473
01d53cfe0.jpg,768,768,ship,178,667,251,691
01d53cfe0.jpg,768,768,ship,509,686,527,696
01d8d0ef7.jpg,768,768,ship,415,90,425,99
01d8d0ef7.jpg,768,768,ship,626,532,636,544
01d8d0ef7.jpg,768,768,ship,637,567,646,577
01d8d0ef7.jpg,768,768,ship,745,674,759,692
01d98a868.jpg,768,768,ship,665,520,729,610
01da5a2de.jpg,768,768,ship,646,211,738,369
01e06a4c8.jpg,768,768,ship,157,647,189,676
01e0fce2c.jpg,768,768,ship,74,479,95,561
01e0fce2c.jpg,768,768,ship,128,119,176,141
01e0fce2c.jpg,768,768,ship,378,330,524,389
01e0fce2c.jpg,768,768,ship,392,15,451,33
01e33f740.jpg,768,768,ship,368,85,385,103
01e4019bc.jpg,768,768,ship,528,12,768,113
01e44cff9.jpg,768,768,ship,494,746,538,759
01e53d284.jpg,768,768,ship,302,154,342,178
01e53d284.jpg,768,768,ship,325,371,337,383
01e744922.jpg,768,768,ship,179,59,196,73
01e78a5d3.jpg,768,768,ship,315,367,348,379
01ecad2c6.jpg,768,768,ship,65,28,249,103
01ed38a14.jpg,768,768,ship,645,582,650,587
01eff2f3e.jpg,768,768,ship,615,578,677,603
01f276783.jpg,768,768,ship,453,35,701,221
01f4debc0.jpg,768,768,ship,186,416,197,441
01f4debc0.jpg,768,768,ship,546,198,582,276
01f4debc0.jpg,768,768,ship,704,139,725,168
01f7d537e.jpg,768,768,ship,155,0,181,39
01f7d537e.jpg,768,768,ship,387,131,394,143
01f7d537e.jpg,768,768,ship,448,265,474,322
01fdbadc8.jpg,768,768,ship,639,166,712,197
0200505ee.jpg,768,768,ship,472,610,516,666
020128a8d.jpg,768,768,ship,320,294,377,374
020128a8d.jpg,768,768,ship,409,420,434,466
02033af48.jpg,768,768,ship,447,319,640,385
0209f50e1.jpg,768,768,ship,365,137,389,169
020aa1a39.jpg,768,768,ship,230,279,407,541
020da2aa6.jpg,768,768,ship,300,40,335,60
020eb3654.jpg,768,768,ship,371,577,575,638
0210c65fa.jpg,768,768,ship,206,486,228,502
0219dec84.jpg,768,768,ship,134,43,138,47
0219dec84.jpg,768,768,ship,134,65,147,78
0219dec84.jpg,768,768,ship,153,49,156,53
0219dec84.jpg,768,768,ship,155,25,169,38
021e2b4dd.jpg,768,768,ship,103,0,178,173
021e2b4dd.jpg,768,768,ship,118,559,181,610
021e2b4dd.jpg,768,768,ship,538,132,768,387
0221587f9.jpg,768,768,ship,11,616,21,622
02224f66f.jpg,768,768,ship,394,720,422,753
02224f66f.jpg,768,768,ship,514,179,530,196
02224f66f.jpg,768,768,ship,531,190,539,200
02224f66f.jpg,768,768,ship,538,198,548,210
02224f66f.jpg,768,768,ship,541,614,601,677
02224f66f.jpg,768,768,ship,553,213,565,224
02224f66f.jpg,768,768,ship,571,247,584,258
02224f66f.jpg,768,768,ship,650,288,656,296
02224f66f.jpg,768,768,ship,700,305,709,317
02224f66f.jpg,768,768,ship,735,433,767,477
02254cac5.jpg,768,768,ship,68,323,96,336
02277803f.jpg,768,768,ship,91,123,101,133
0227e4755.jpg,768,768,ship,337,379,416,400
0228b1fbf.jpg,768,768,ship,365,676,497,739
0228b1fbf.jpg,768,768,ship,677,547,731,577
022abde58.jpg,768,768,ship,287,451,301,460
022af9c92.jpg,768,768,ship,153,109,258,179
022eac631.jpg,768,768,ship,52,728,71,747
022eac631.jpg,768,768,ship,157,486,186,515
022eac631.jpg,768,768,ship,273,131,293,152
022eac631.jpg,768,768,ship,313,41,321,51
022eac631.jpg,768,768,ship,435,252,459,279
022ecd2ce.jpg,768,768,ship,71,536,97,564
0230623b4.jpg,768,768,ship,304,462,319,471
02329b747.jpg,768,768,ship,388,184,409,205
023612ad4.jpg,768,768,ship,606,420,638,442
0238e14b8.jpg,768,768,ship,163,683,416,768
0238e14b8.jpg,768,768,ship,584,263,754,361
023f6f2f9.jpg,768,768,ship,651,31,722,86
0241f860a.jpg,768,768,ship,711,692,722,703
0249b30e0.jpg,768,768,ship,173,137,188,150
024d1a276.jpg,768,768,ship,487,183,542,274
024ff1d87.jpg,768,768,ship,24,627,47,648
024ff1d87.jpg,768,768,ship,143,442,150,452
024ff1d87.jpg,768,768,ship,188,168,224,212
024ff1d87.jpg,768,768,ship,199,153,229,190
024ff1d87.jpg,768,768,ship,220,217,253,259
024ff1d87.jpg,768,768,ship,225,190,246,218
024ff1d87.jpg,768,768,ship,252,263,297,323
024ff1d87.jpg,768,768,ship,275,264,312,309
0253c3406.jpg,768,768,ship,81,238,96,251
0253c3406.jpg,768,768,ship,120,606,134,621
0253c3406.jpg,768,768,ship,170,702,183,716
0253c3406.jpg,768,768,ship,202,677,214,691
0253c3406.jpg,768,768,ship,203,466,219,482
0253c3406.jpg,768,768,ship,672,609,692,632
0259de307.jpg,768,768,ship,226,62,272,85
0259de307.jpg,768,768,ship,610,89,673,105
025b9f505.jpg,768,768,ship,115,370,180,396
025b9f505.jpg,768,768,ship,172,560,228,589
025b9f505.jpg,768,768,ship,421,185,461,209
025b9f505.jpg,768,768,ship,474,491,530,520
025c5fdca.jpg,768,768,ship,120,690,137,700
025ee157d.jpg,768,768,ship,255,459,377,532
02641ca93.jpg,768,768,ship,12,409,38,433
02641ca93.jpg,768,768,ship,116,634,136,644
02641ca93.jpg,768,768,ship,153,264,221,310
02641ca93.jpg,768,768,ship,311,613,351,654
02641ca93.jpg,768,768,ship,375,449,440,489
02641ca93.jpg,768,768,ship,595,147,632,179
02641ca93.jpg,768,768,ship,700,164,744,196
02680b31f.jpg,768,768,ship,182,199,377,340
0268a89cf.jpg,768,768,ship,582,69,594,85
0268a89cf.jpg,768,768,ship,678,130,739,328
0268a89cf.jpg,768,768,ship,715,336,747,351
026a33fbd.jpg,768,768,ship,275,45,307,71
026be75a5.jpg,768,768,ship,149,600,165,613
026be75a5.jpg,768,768,ship,172,490,240,631
026da90a6.jpg,768,768,ship,0,212,284,302
026e583a0.jpg,768,768,ship,322,338,353,420
026e583a0.jpg,768,768,ship,736,566,743,576
026f743ca.jpg,768,768,ship,402,660,517,731
0270d7317.jpg,768,768,ship,0,270,259,439
0270d7317.jpg,768,768,ship,374,52,556,165
0270d7317.jpg,768,768,ship,661,453,686,494
02726f31a.jpg,768,768,ship,254,334,269,346
0273953cd.jpg,768,768,ship,312,185,452,413
0274d3627.jpg,768,768,ship,62,146,131,159
0275eea3c.jpg,768,768,ship,299,209,358,295
0275eea3c.jpg,768,768,ship,393,37,433,86
02765ce9b.jpg,768,768,ship,90,624,153,635
02765ce9b.jpg,768,768,ship,254,559,355,587
02765ce9b.jpg,768,768,ship,269,634,303,642
02765ce9b.jpg,768,768,ship,319,634,342,643
02765ce9b.jpg,768,768,ship,355,640,381,646
02765ce9b.jpg,768,768,ship,397,639,414,647
02765ce9b.jpg,768,768,ship,406,605,429,614
02765ce9b.jpg,768,768,ship,419,629,428,643
02766c52b.jpg,768,768,ship,199,571,211,584
02766c52b.jpg,768,768,ship,201,557,212,567
02766c52b.jpg,768,768,ship,341,569,361,593
02766c52b.jpg,768,768,ship,344,658,362,676
02766c52b.jpg,768,768,ship,351,573,369,596
02766c52b.jpg,768,768,ship,378,693,401,721
02766c52b.jpg,768,768,ship,402,708,422,737
02766c52b.jpg,768,768,ship,427,711,451,745
02766c52b.jpg,768,768,ship,459,424,478,460
02766c52b.jpg,768,768,ship,462,747,485,767
02766c52b.jpg,768,768,ship,471,239,541,315
02766c52b.jpg,768,768,ship,672,476,689,525
0276904be.jpg,768,768,ship,209,103,221,114
0276904be.jpg,768,768,ship,503,579,538,632
0276904be.jpg,768,768,ship,720,132,768,200
02776139a.jpg,768,768,ship,40,536,48,543
02776139a.jpg,768,768,ship,43,545,44,547
02776139a.jpg,768,768,ship,45,547,47,548
02776139a.jpg,768,768,ship,48,543,50,547
02776139a.jpg,768,768,ship,196,543,204,552
02776139a.jpg,768,768,ship,276,499,292,517
02776139a.jpg,768,768,ship,372,396,380,408
02776139a.jpg,768,768,ship,415,256,422,267
02776139a.jpg,768,768,ship,469,118,490,130
02776139a.jpg,768,768,ship,469,311,481,326
02776139a.jpg,768,768,ship,472,483,486,497
02776139a.jpg,768,768,ship,495,185,501,192
02776139a.jpg,768,768,ship,559,153,569,163
02776139a.jpg,768,768,ship,618,196,633,206
02776139a.jpg,768,768,ship,687,156,705,171
02776139a.jpg,768,768,ship,729,64,738,74
02776139a.jpg,768,768,ship,743,121,751,131
0277825a8.jpg,768,768,ship,88,111,102,120
0277825a8.jpg,768,768,ship,142,89,151,100
0277825a8.jpg,768,768,ship,155,93,165,105
0277825a8.jpg,768,768,ship,167,89,185,103
0277825a8.jpg,768,768,ship,201,76,216,86
0277825a8.jpg,768,768,ship,219,79,230,92
0277825a8.jpg,768,768,ship,284,65,303,90
0277825a8.jpg,768,768,ship,408,54,416,65
0277825a8.jpg,768,768,ship,425,62,436,76
0277825a8.jpg,768,768,ship,450,50,460,67
0277825a8.jpg,768,768,ship,471,46,488,65
0277825a8.jpg,768,768,ship,517,33,527,50
027c349e9.jpg,768,768,ship,334,254,357,272
027dd0b76.jpg,768,768,ship,605,482,622,494
02800da9a.jpg,768,768,ship,420,169,625,229
0282ae761.jpg,768,768,ship,120,37,195,90
0282e6975.jpg,768,768,ship,387,681,505,747
02854fb17.jpg,768,768,ship,12,229,103,248
02854fb17.jpg,768,768,ship,161,290,272,312
02854fb17.jpg,768,768,ship,405,297,539,325
028e081d0.jpg,768,768,ship,237,750,246,757
028e081d0.jpg,768,768,ship,565,95,578,110
029377b79.jpg,768,768,ship,150,716,222,734
0295a0ca2.jpg,768,768,ship,380,570,401,580
0295a0ca2.jpg,768,768,ship,408,128,435,143
0295a0ca2.jpg,768,768,ship,516,583,530,591
0295a0ca2.jpg,768,768,ship,686,200,737,220
0296a13f9.jpg,768,768,ship,0,350,65,369
0296a13f9.jpg,768,768,ship,685,263,758,292
0297c2f2a.jpg,768,768,ship,464,418,555,459
029b05d40.jpg,768,768,ship,277,317,299,328
029c2a08f.jpg,768,768,ship,110,108,152,175
029f377cb.jpg,768,768,ship,29,212,39,225
02a608cf8.jpg,768,768,ship,2,634,78,667
02a608cf8.jpg,768,768,ship,134,657,160,671
02a608cf8.jpg,768,768,ship,168,326,246,355
02a608cf8.jpg,768,768,ship,342,562,429,612
02a608cf8.jpg,768,768,ship,584,567,666,614
02a8d4b4c.jpg,768,768,ship,162,225,264,391
02abe9456.jpg,768,768,ship,525,586,546,648
02abe9456.jpg,768,768,ship,543,546,551,565
02ac49c46.jpg,768,768,ship,738,424,755,440
02adb030b.jpg,768,768,ship,560,574,582,594
02adb030b.jpg,768,768,ship,699,572,766,605
02ae3af19.jpg,768,768,ship,261,236,293,267
02ae3af19.jpg,768,768,ship,512,123,552,172
02ae3af19.jpg,768,768,ship,722,349,751,378
02ae62f2c.jpg,768,768,ship,595,1,750,58
02b0692d0.jpg,768,768,ship,136,134,162,156
02b2b3f30.jpg,768,768,ship,55,242,172,318
02b4b1f6c.jpg,768,768,ship,90,577,248,631
02b609dce.jpg,768,768,ship,13,78,21,89
02b8ad48c.jpg,768,768,ship,650,23,672,33
02ba6c476.jpg,768,768,ship,303,627,382,719
02ba774d1.jpg,768,768,ship,510,655,534,669
02bc480c5.jpg,768,768,ship,596,449,749,569
